chapter	I10CODE	I10NAME	FinalI11Code	FinalI11Name	FinalPostcoor	FinalPostcoDesc	FinalMaptype
8	H91.90	Unspecified hearing loss, unspecified ear	AB52	Deafness not otherwise specified	NULL	NULL	1. full map by precoordination
8	H91.93	Unspecified hearing loss, bilateral	AB52	Deafness not otherwise specified	NULL	NULL	3. only partial map possible
8	H92.01	Otalgia, right ear	AB70.2	Otalgia	AB70.2&XK9K	Otalgia & Right	2. full map by postcoordination
8	H92.02	Otalgia, left ear	AB70.2	Otalgia	AB70.2&XK8G	Otalgia & Left	2. full map by postcoordination
8	H93.13	Tinnitus, bilateral	MC41	Tinnitus	NULL	NULL	3. only partial map possible
8	H93.19	Tinnitus, unspecified ear	MC41	Tinnitus	NULL	NULL	1. full map by precoordination
9	I10	Essential (primary) hypertension	BA00.Z	Essential hypertension, unspecified	NULL	NULL	1. full map by precoordination
9	I11.0	Hypertensive heart disease with heart failure	BA01	Hypertensive heart disease	BA01/BD1Z	Hypertensive heart disease & Heart failure	2. full map by postcoordination
9	I12.9	Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease	BA02	Hypertensive renal disease	NULL	NULL	3. only partial map possible
9	I13.0	Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease	BA01	Hypertensive heart disease	BA01/BD1Z/BA02	Hypertensive heart disease / Heart failure, unspecified / Hypertensive renal disease	3. only partial map possible
9	I21.4	Non-ST elevation (NSTEMI) myocardial infarction	BA41.1	Acute non-ST elevation myocardial infarction	NULL		1. full map by precoordination
9	I25.10	Atherosclerotic heart disease of native coronary artery without angina pectoris	BA80.0	Coronary atherosclerosis of native coronary artery	NULL	NULL	1. full map by precoordination
9	I25.2	Old myocardial infarction	BA50	Old myocardial infarction	NULL	NULL	1. full map by precoordination
9	I48.0	Paroxysmal atrial fibrillation	BC81.30	Paroxysmal atrial fibrillation	NULL	NULL	1. full map by precoordination
9	I48.91	Unspecified atrial fibrillation	BC81.3Z	Atrial fibrillation, unspecified	NULL	NULL	1. full map by precoordination
9	I50.32	Chronic diastolic (congestive) heart failure	BD11.0	Left ventricular failure with preserved ejection fraction	NULL	NULL	3. only partial map possible
9	I50.33	Acute on chronic diastolic (congestive) heart failure	BD11.0	Left ventricular failure with preserved ejection fraction	NULL		3. only partial map possible
9	I50.9	Heart failure, unspecified	BD1Z	Heart failure, unspecified	NULL	NULL	1. full map by precoordination
9	I73.9	Peripheral vascular disease, unspecified	BD4Z	Chronic arterial occlusive disease, unspecified	NULL	NULL	1. full map by precoordination
9	I95.9	Hypotension, unspecified	BA2Z	Hypotension, unspecified	NULL	NULL	1. full map by precoordination
10	J02.9	Acute pharyngitis, unspecified	CA02.Z	Acute pharyngitis, unspecified	NULL	NULL	1. full map by precoordination
10	J06.9	Acute upper respiratory infection, unspecified	CA07.0	Acute upper respiratory infection, site unspecified	NULL	NULL	1. full map by precoordination
10	J18.9	Pneumonia, unspecified organism	CA40.Z	Pneumonia, organism unspecified	NULL	NULL	1. full map by precoordination
10	J20.9	Acute bronchitis, unspecified	CA42.Z	Acute bronchitis, unspecified	NULL	NULL	1. full map by precoordination
10	J30.9	Allergic rhinitis, unspecified	CA08.0Z	Allergic rhinitis, unspecified	NULL		1. full map by precoordination
10	J40	Bronchitis, not specified as acute or chronic	CA20.Z	Bronchitis, unspecified	NULL		1. full map by precoordination
10	J44.0	Chronic obstructive pulmonary disease with (acute) lower respiratory infection	CA22.Z	Chronic obstructive pulmonary disease, unspecified	NULL		3. only partial map possible
10	J44.1	Chronic obstructive pulmonary disease with (acute) exacerbation	CA22.0	Chronic obstructive pulmonary disease with acute exacerbation, unspecified	NULL	NULL	1. full map by precoordination
10	J44.9	Chronic obstructive pulmonary disease, unspecified	CA22.Z	Chronic obstructive pulmonary disease, unspecified	NULL	NULL	1. full map by precoordination
10	J45.909	Unspecified asthma, uncomplicated	CA23.32	Unspecified asthma, uncomplicated	NULL	NULL	1. full map by precoordination
10	J96.01	Acute respiratory failure with hypoxia	CB41.00	Acute respiratory failure, Type I	NULL		1. full map by precoordination
10	J96.21	Acute and chronic respiratory failure with hypoxia	CB41.2Z	Respiratory failure, unspecified	NULL		3. only partial map possible
11	K21.0	Gastro-esophageal reflux disease with esophagitis	DA22.Z	Gastro-oesophageal reflux disease, unspecified	NULL	NULL	3. only partial map possible
11	K21.9	Gastro-esophageal reflux disease without esophagitis	DA22.Z	Gastro-oesophageal reflux disease, unspecified	NULL	NULL	1. full map by precoordination
11	K29.50	Unspecified chronic gastritis without bleeding	DA42.Z	Gastritis, unspecified	DA42.Z&XT8W	Gastritis, unspecified & Chronic	2. full map by postcoordination
11	K29.70	Gastritis, unspecified, without bleeding	DA42.Z	Gastritis, unspecified	NULL	NULL	1. full map by precoordination
11	K31.84	Gastroparesis	DA41.00	Gastroparesis	NULL	NULL	1. full map by precoordination
11	K40.90	Unilateral inguinal hernia, without obstruction or gangrene, not specified as recurrent	DD51	Inguinal hernia	DD51&XK70	Inguinal hernia & Unilateral, unspecified	2. full map by postcoordination
11	K44.9	Diaphragmatic hernia without obstruction or gangrene	DD50.0	Diaphragmatic hernia	NULL		1. full map by precoordination
11	K52.9	Noninfective gastroenteritis and colitis, unspecified	DA42.Z	Gastritis, unspecified	NULL		3. only partial map possible
11	K56.7	Ileus, unspecified	DA93.0	Paralytic ileus	NULL	NULL	3. only partial map possible
11	K57.30	Diverticulosis of large intestine without perforation or abscess without bleeding	DC81.1	Respiratory failure, unspecified	NULL		1. full map by precoordination
11	K57.32	Diverticulitis of large intestine without perforation or abscess without bleeding	DC80.Z	Diverticulitis of large intestine without specification of presence of complications	NULL	NULL	1. full map by precoordination
11	K57.90	Diverticulosis of intestine, part unspecified, without perforation or abscess without bleeding	DD01.1	Diverticulosis of unspecified part of intestine without haemorrhage	NULL		1. full map by precoordination
11	K58.9	Irritable bowel syndrome without diarrhea	DD91.0Z	Irritable bowel syndrome, type unspecified	NULL	NULL	1. full map by precoordination
11	K59.00	Constipation, unspecified	ME05.0	Constipation	NULL	NULL	1. full map by precoordination
11	K59.09	Other constipation	ME05.0	Constipation	NULL	NULL	3. only partial map possible
11	K62.5	Hemorrhage of anus and rectum	ME24.A1	Haemorrhage of anus and rectum	NULL	NULL	1. full map by precoordination
11	K63.5	Polyp of colon	DB35.Z	Polyp of large intestine, unspecified	NULL	NULL	1. full map by precoordination
11	K64.8	Other hemorrhoids	DB60.Z	Haemorrhoids, unspecified	NULL	NULL	3. only partial map possible
11	K72.90	Hepatic failure, unspecified without coma	DB99.7	Hepatic failure without mention whether acute or chronic	NULL	NULL	1. full map by precoordination
11	K74.60	Unspecified cirrhosis of liver	DB93.1	Hepatic cirrhosis	NULL	NULL	1. full map by precoordination
11	K76.0	Fatty (change of) liver, not elsewhere classified	DB92.Y	Other specified non-alcoholic fatty liver disease	NULL	NULL	3. only partial map possible
11	K80.20	Calculus of gallbladder without cholecystitis without obstruction	DC11.3	Calculus of gallbladder or cystic duct without cholecystitis or cholangitis	NULL	NULL	3. only partial map possible
11	K85.90	Acute pancreatitis without necrosis or infection, unspecified	DC31.Z	Acute pancreatitis, unspecified	NULL	NULL	1. full map by precoordination
11	K92.1	Melena	ME24.A4	Melaena	NULL	NULL	1. full map by precoordination
11	K92.2	Gastrointestinal hemorrhage, unspecified	ME24.9Z	Gastrointestinal bleeding, unspecified	NULL	NULL	1. full map by precoordination
12	L02.211	Cutaneous abscess of abdominal wall	1B75.3	Pyogenic abscess of the skin	1B75.3&XA3KX0	Pyogenic abscess of the skin & Abdominal wall	2. full map by postcoordination
12	L02.91	Cutaneous abscess, unspecified	1B75.3	Pyogenic abscess of the skin	NULL	NULL	1. full map by precoordination
12	L03.031	Cellulitis of right toe	1B70.Z	Bacterial cellulitis or lymphangitis due to unspecified bacterium	1B70.Z&XA4LC9	 Bacterial cellulitis or lymphangitis due to unspecified bacterium & Toe	3. only partial map possible
12	L03.032	Cellulitis of left toe	1B70.Z	Bacterial cellulitis or lymphangitis due to unspecified bacterium	1B70.Z&XA4LC9	Bacterial cellulitis or lymphangitis due to unspecified bacterium & Toes	3. only partial map possible
12	L03.113	Cellulitis of right upper limb	1B70.Z	Bacterial cellulitis or lymphangitis due to unspecified bacterium	1B70.Z&XA4BA8	Bacterial cellulitis or lymphangitis due to unspecified bacterium & Upper Extremity	3. only partial map possible
12	L03.114	Cellulitis of left upper limb	1B70.Z	Bacterial cellulitis or lymphangitis due to unspecified bacterium	1B70.Z&XA4BA8	Bacterial cellulitis or lymphangitis due to unspecified bacterium & Upper Extremity	3. only partial map possible
12	L03.115	Cellulitis of right lower limb	1B70.Z	Bacterial cellulitis or lymphangitis due to unspecified bacterium	1B70.Z&XA45A6	Bacterial cellulitis or lymphangitis due to unspecified bacterium	3. only partial map possible
12	L03.116	Cellulitis of left lower limb	1B70.Z	Bacterial cellulitis or lymphangitis due to unspecified bacterium	1B70.Z&XA45A6	Bacterial cellulitis or lymphangitis due to unspecified bacterium & Lower Extremity	3. only partial map possible
12	L03.119	Cellulitis of unspecified part of limb	1B70.Z	Bacterial cellulitis or lymphangitis due to unspecified bacterium	1B70.Z&XA6AS2	Bacterial cellulitis or lymphangitis due to unspecified bacterium & Extremities	3. only partial map possible
12	L03.211	Cellulitis of face	1B70.Z	Bacterial cellulitis or lymphangitis due to unspecified bacterium	1B70.Z&XA86S4	Bacterial cellulitis or lymphangitis due to unspecified bacterium & Face	3. only partial map possible
12	L03.311	Cellulitis of abdominal wall	1B70.Z	Bacterial cellulitis or lymphangitis due to unspecified bacterium	1B70.Z&XA3KX0	Bacterial cellulitis or lymphangitis due to unspecified bacterium & Abdominal wall	3. only partial map possible
12	L03.90	Cellulitis, unspecified	1B70.Z	Bacterial cellulitis or lymphangitis due to unspecified bacterium	NULL	NULL	3. only partial map possible
12	L08.9	Local infection of the skin and subcutaneous tissue, unspecified	EA6Y	Cutaneous involvement by other specified infection or infestation	NULL		3. only partial map possible
12	L21.9	Seborrheic dermatitis, unspecified	EA81.Z	Seborrhoeic dermatitis, unspecified	NULL	NULL	1. full map by precoordination
12	L25.9	Unspecified contact dermatitis, unspecified cause	EK5Y	Other specified skin disorders provoked by external factors	NULL	NULL	3. only partial map possible
12	L27.0	Generalized skin eruption due to drugs and medicaments taken internally	EH6Z	Drug eruption of unspecified type	NULL		3. only partial map possible
12	L29.9	Pruritus, unspecified	EC90.Z	Pruritus, unspecified	NULL	NULL	1. full map by precoordination
12	L30.9	Dermatitis, unspecified	EA8Z	Dermatitis or eczema, unspecified	NULL	NULL	2. full map by postcoordination
12	L40.50	Arthropathic psoriasis, unspecified	FA21.Z	Psoriatic arthritis, unspecified	NULL	NULL	1. full map by precoordination
12	L40.9	Psoriasis, unspecified	EA90.Z	Psoriasis of unspecified type	NULL	NULL	1. full map by precoordination
12	L50.9	Urticaria, unspecified	EB05	Urticaria of unspecified type	NULL	NULL	1. full map by precoordination
12	L53.9	Erythematous condition, unspecified	EB10	Diffuse inflammatory erythemas	NULL	NULL	3. only partial map possible
12	L57.0	Actinic keratosis	EK90.0	Actinic keratosis	NULL	NULL	1. full map by precoordination
12	L57.8	Other skin changes due to chronic exposure to nonionizing radiation	ME66.Y	Other specified skin changes	NULL	NULL	3. only partial map possible
12	L60.0	Ingrowing nail	EE13.Y	Other specified nail disorder	NULL	NULL	3. only partial map possible
12	L60.2	Onychogryphosis	EE10.3	Nail hypertrophy	NULL	NULL	3. only partial map possible
12	L60.3	Nail dystrophy	EE10.5	Nail dystrophy, not otherwise specified	NULL	NULL	1. full map by precoordination
12	L65.9	Nonscarring hair loss, unspecified	ED70.Y	Other specified alopecia or hair loss	NULL	NULL	3. only partial map possible
12	L71.9	Rosacea, unspecified	ED90.0Y	Other specified rosacea	NULL	NULL	3. only partial map possible
12	L72.0	Epidermal cyst	EK70.0Z	Epidermoid cyst, unspecified	NULL	NULL	1. full map by precoordination
12	L72.3	Sebaceous cyst	EK70.0Z	Epidermoid cyst, unspecified	NULL	NULL	3. only partial map possible
12	L73.9	Follicular disorder, unspecified	ED9Y	Other specified disorders involving the hair follicle	NULL	NULL	3. only partial map possible
12	L76.32	Postprocedural hematoma of skin and subcutaneous tissue following other procedure	NE81.00	Haematoma of surgical wound of skin	NE81.00&XA2013	Haematoma of surgical wound of skin&Hypodermis	2. full map by postcoordination
12	L81.4	Other melanin hyperpigmentation	ED6Y	Other specified disorders of skin pigmentation	NULL	NULL	3. only partial map possible
12	L82.0	Inflamed seborrheic keratosis	2F21.0	Seborrhoeic keratosis	NULL	NULL	3. only partial map possible
12	L82.1	Other seborrheic keratosis	2F21.0	Seborrhoeic keratosis	NULL	NULL	3. only partial map possible
12	L84	Corns and callosities	EH92.0Z	Callosity, unspecified	NULL	NULL	1. full map by precoordination
12	L85.3	Xerosis cutis	ED54	Xerosis cutis or asteatosis	NULL	NULL	3. only partial map possible
12	L89.150	Pressure ulcer of sacral region, unstageable	EH90.5	Pressure ulceration, ungradable	EH90.5&XA2UC8	Pressure ulceration, ungradable & Sacral region	2. full map by postcoordination
12	L89.151	Pressure ulcer of sacral region, stage 1	EH90.0	Pressure ulceration grade 1	EH90.0&XA2UC8	Pressure ulceration grade 1 & Sacral region	2. full map by postcoordination
12	L89.152	Pressure ulcer of sacral region, stage 2	EH90.1	Pressure ulceration grade 2	EH90.1&XA2UC8	Pressure ulceration grade 2 & Sacral region	2. full map by postcoordination
12	L89.153	Pressure ulcer of sacral region, stage 3	EH90.2	Pressure ulceration grade 3	EH90.2&XA2UC8	Pressure ulceration grade 3 & Sacral region	2. full map by postcoordination
12	L89.154	Pressure ulcer of sacral region, stage 4	EH90.3	Pressure ulceration grade 4	EH90.3&XA2UC8	Pressure ulceration grade 4 & Sacral region	2. full map by postcoordination
12	L89.159	Pressure ulcer of sacral region, unspecified stage	EH90.Z	Pressure ulcer of unspecified grade	EH90.Z&XA2UC8	Pressure ulcer of unspecified grade & Sacral region	2. full map by postcoordination
12	L89.312	Pressure ulcer of right buttock, stage 2	EH90.1	Pressure ulceration grade 2	EH90.1&XA3VA7	Pressure ulceration grade 2 & Buttock	3. only partial map possible
12	L89.322	Pressure ulcer of left buttock, stage 2	EH90.1	Pressure ulceration grade 2	EH90.1&XA3VA7	Pressure ulceration grade 2 & Buttock	3. only partial map possible
12	L90.5	Scar conditions and fibrosis of skin	EE6Y	Other specified fibromatous disorders of skin and soft tissue	NULL	NULL	3. only partial map possible
12	L91.8	Other hypertrophic disorders of the skin	EM0Y	Other specified diseases of the skin	NULL	NULL	3. only partial map possible
12	L97.419	Non-pressure chronic ulcer of right heel and midfoot with unspecified severity	ME60.2	Ulcer of skin of uncertain nature	NULL	NULL	3. only partial map possible
