icd9cm;icd9_title;icd10cm;Maptype
99672;Other complications due to other cardiac device, implant, and graft;T82827A;general equivalence mapping(medicare)
99672;Other complications due to other cardiac device, implant, and graft;T82837A;general equivalence mapping(medicare)
99672;Other complications due to other cardiac device, implant, and graft;T82847A;general equivalence mapping(medicare)
99672;Other complications due to other cardiac device, implant, and graft;T82857A;general equivalence mapping(medicare)
99672;Other complications due to other cardiac device, implant, and graft;T82867A;general equivalence mapping(medicare)
99672;Other complications due to other cardiac device, implant, and graft;T82897A;general equivalence mapping(medicare)
99672;Other complications due to other cardiac device, implant, and graft;T829XXA;general equivalence mapping(medicare)
4111;Intermediate coronary syndrome;I200;general equivalence mapping(medicare)
E8781;Surgical operation with implant of artificial internal device causing abnormal patient reaction, or later complication,without mention of misadventure at time of operation;Y831;general equivalence mapping(medicare)
7273;Other bursitis;M7150;general equivalence mapping(medicare)
72610;Disorders of bursae and tendons in shoulder region, unspecified;M75100;general equivalence mapping(medicare)
72610;Disorders of bursae and tendons in shoulder region, unspecified;M7550;general equivalence mapping(medicare)
7262;Other affections of shoulder region, not elsewhere classified;M7530;general equivalence mapping(medicare)
7262;Other affections of shoulder region, not elsewhere classified;M7540;general equivalence mapping(medicare)
7262;Other affections of shoulder region, not elsewhere classified;M7580;general equivalence mapping(medicare)
34690;Migraine, unspecified, without mention of intractable migraine without mention of status migrainosus;G43909;general equivalence mapping(medicare)
4400;Atherosclerosis of aorta;I700;general equivalence mapping(medicare)
25062;Diabetes with neurological manifestations, type II or unspecified type, uncontrolled;E1140;general equivalence mapping(medicare)
25062;Diabetes with neurological manifestations, type II or unspecified type, uncontrolled;E1165;general equivalence mapping(medicare)
V8538;Body Mass Index 38.0-38.9, adult;Z6838;general equivalence mapping(medicare)
41402;Coronary atherosclerosis of autologous vein bypass graft;I25810;general equivalence mapping(medicare)
0389;Unspecified septicemia;A419;general equivalence mapping(medicare)
99592;Severe sepsis;R6520;general equivalence mapping(medicare)
5959;Cystitis, unspecified;N3090;general equivalence mapping(medicare)
5959;Cystitis, unspecified;N3091;general equivalence mapping(medicare)
78900;Abdominal pain, unspecified site;R109;general equivalence mapping(medicare)
5859;Chronic kidney disease, unspecified;N189;general equivalence mapping(medicare)
41400;Coronary atherosclerosis of unspecified type of vessel, native or graft;I2510;general equivalence mapping(medicare)
V4581;Aortocoronary bypass status;Z951;general equivalence mapping(medicare)
32723;Obstructive sleep apnea (adult)(pediatric);G4733;general equivalence mapping(medicare)
33394;Restless legs syndrome (RLS);G2581;general equivalence mapping(medicare)
71941;Pain in joint, shoulder region;M25519;general equivalence mapping(medicare)
4928;Other emphysema;J439;general equivalence mapping(medicare)
51889;Other diseases of lung, not elsewhere classified;J984;general equivalence mapping(medicare)
V1272;Personal history of colonic polyps;Z86010;general equivalence mapping(medicare)
33183;Mild cognitive impairment, so stated;G3184;general equivalence mapping(medicare)
42830;Diastolic heart failure, unspecified;I5030;general equivalence mapping(medicare)
7905;Other nonspecific abnormal serum enzyme levels;R748;general equivalence mapping(medicare)
72709;Other synovitis and tenosynovitis;M6580;general equivalence mapping(medicare)
8449;Sprains and strains of unspecified site of knee and leg;S8390XA;general equivalence mapping(medicare)
8449;Sprains and strains of unspecified site of knee and leg;S86919A;general equivalence mapping(medicare)
E9289;Unspecified accident;X58XXXA;general equivalence mapping(medicare)
4589;Hypotension, unspecified;I959;general equivalence mapping(medicare)
3555;Tarsal tunnel syndrome;G5750;general equivalence mapping(medicare)
3558;Mononeuritis of lower limb, unspecified;G5790;general equivalence mapping(medicare)
2948;Other persistent mental disorders due to conditions classified elsewhere;F060;general equivalence mapping(medicare)
2948;Other persistent mental disorders due to conditions classified elsewhere;F068;general equivalence mapping(medicare)
00863;Enteritis due to norwalk virus;A0811;general equivalence mapping(medicare)
37230;Conjunctivitis, unspecified;H109;general equivalence mapping(medicare)
1628;Malignant neoplasm of other parts of bronchus or lung;C3480;general equivalence mapping(medicare)
51884;Acute and chronic respiratory failure;J9620;general equivalence mapping(medicare)
5781;Blood in stool;K921;general equivalence mapping(medicare)
49121;Obstructive chronic bronchitis with (acute) exacerbation;J441;general equivalence mapping(medicare)
36250;Macular degeneration (senile), unspecified;H3530;general equivalence mapping(medicare)
28522;Anemia in neoplastic disease;D630;general equivalence mapping(medicare)
41011;Acute myocardial infarction of other anterior wall, initial episode of care;I2109;general equivalence mapping(medicare)
42821;Acute systolic heart failure;I5021;general equivalence mapping(medicare)
7455;Ostium secundum type atrial septal defect;Q211;general equivalence mapping(medicare)
E8790;Cardiac catheterization as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure;Y840;general equivalence mapping(medicare)
43491;Cerebral artery occlusion, unspecified with cerebral infarction;I6350;general equivalence mapping(medicare)
5932;Cyst of kidney, acquired;N281;general equivalence mapping(medicare)
2469;Unspecified disorder of thyroid;E079;general equivalence mapping(medicare)
2853;Antineoplastic chemotherapy induced anemia;D6481;general equivalence mapping(medicare)
E9331;Antineoplastic and immunosuppressive drugs causing adverse effects in therapeutic use;NoDx;general equivalence mapping(medicare)
E9331;Antineoplastic and immunosuppressive drugs causing adverse effects in therapeutic use;T51.92XA;manual matching
E8498;Accidents occurring in other specified places;Y9289;general equivalence mapping(medicare)
51881;Acute respiratory failure;J9600;general equivalence mapping(medicare)
51881;Acute respiratory failure;J9690;general equivalence mapping(medicare)
42822;Chronic systolic heart failure;I5022;general equivalence mapping(medicare)
28866;Bandemia;D72825;general equivalence mapping(medicare)
57420;Calculus of gallbladder without mention of cholecystitis, without mention of obstruction;K8020;general equivalence mapping(medicare)
2809;Iron deficiency anemia, unspecified;D509;general equivalence mapping(medicare)
V5351;Fitting and adjustment of gastric lap band;Z4651;general equivalence mapping(medicare)
V4586;Bariatric surgery status;Z9884;general equivalence mapping(medicare)
2689;Unspecified vitamin D deficiency;E559;general equivalence mapping(medicare)
5718;Other chronic nonalcoholic liver disease;K760;general equivalence mapping(medicare)
5718;Other chronic nonalcoholic liver disease;K7689;general equivalence mapping(medicare)
V1505;Allergy to other foods;Z91018;general equivalence mapping(medicare)
5533;Diaphragmatic hernia without mention of obstruction or gangrene;K449;general equivalence mapping(medicare)
V8541;Body Mass Index 40.0-44.9, adult;Z6841;general equivalence mapping(medicare)
4779;Allergic rhinitis, cause unspecified;J300;general equivalence mapping(medicare)
4779;Allergic rhinitis, cause unspecified;J309;general equivalence mapping(medicare)
41519;Other pulmonary embolism and infarction;I2699;general equivalence mapping(medicare)
4373;Cerebral aneurysm, nonruptured;I671;general equivalence mapping(medicare)
4510;Phlebitis and thrombophlebitis of superficial vessels of lower extremities;I8000;general equivalence mapping(medicare)
V8389;Other genetic carrier status;Z148;general equivalence mapping(medicare)
2764;Mixed acid-base balance disorder;E874;general equivalence mapping(medicare)
00845;Intestinal infection due to Clostridium difficile;A047;general equivalence mapping(medicare)
29281;Drug-induced delirium;F19921;general equivalence mapping(medicare)
1122;Candidiasis of other urogenital sites;B3742;general equivalence mapping(medicare)
1122;Candidiasis of other urogenital sites;B3749;general equivalence mapping(medicare)
27669;Other fluid overload;E8770;general equivalence mapping(medicare)
27669;Other fluid overload;E8779;general equivalence mapping(medicare)
7102;Sicca syndrome;M3500;general equivalence mapping(medicare)
7102;Sicca syndrome;M3501;general equivalence mapping(medicare)
E9393;Other antipsychotics, neuroleptics, and major tranquilizers causing adverse effects in therapeutic use;NoDx;general equivalence mapping(medicare)
E9393;Other antipsychotics, neuroleptics, and major tranquilizers causing adverse effects in therapeutic use;T51.94XA;manual matching
73300;Osteoporosis, unspecified;M810;general equivalence mapping(medicare)
03843;Septicemia due to pseudomonas;A4152;general equivalence mapping(medicare)
42843;Acute on chronic combined systolic and diastolic heart failure;I5043;general equivalence mapping(medicare)
6930;Dermatitis due to drugs and medicines taken internally;L270;general equivalence mapping(medicare)
